geoid,pm25_Val,MEAN_Af_HI,MEAN_TEMP,MEAN_HEAT_INDEX,CMAQ_NO2,CMAQ_O3,CMAQ_PM25,proportionA,proportionB,proportionC,proportionD,proportionCorD,primary_grade_4levels,primary_grade_3levels,HPRICETIER,VULNERABLE,CHANGE,VUL_PRICE,overcrowded_total,median_rent,median_home_value,cost_burdened_total,percentage_foreign_born,average_household_size,percentage_family_households,percentage_four_year_degree_or_higher_total,pop_density (sq.mi.),number_children,number_seniors,percentage_seniors,percentage_children,percentage_overcrowding,cost_burdened_owners_renters,simpson,specCt,uniqSp,ndvi,acs_population,svi_pecentile,trees_n,trees_area,trees_den,trees_crown_den,zip_code,asthma_5yr_avg,asthma_age_adj_rate,urban_flood_suscep,heatisl,nn_q3_pm2_5,logtraf,city_property_tot,hardship,pct_white,pct_black,pct_nativeam,pct_asian,pct_other,prop_comm,prop_plndev,prop_resdntl,CLRRt,AdAsthRt,PhysRate,LngCncRt,CancerRt,HypRt,logtrafScld,pct_pacis,pct_hisp,aland,awater,intptlat,intptlon,commarea_n,community
17031291600,11.18941832,99.39203001,84.29156665,88.92535449,19.05937958,28.5371933,11.10317612,0,0,0.124904,0.642133,0.767036,D,CD,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",7,944,193100,168,34.93852459,3.84,75.66666667,23.10536044,11472.40737,233,84,8.606557377,23.87295082,2.333333,56,0.667,3,3,0.192543,976,63.9,453,25969,0.002056,11.8,60608,158.5,82.5,9.5,70.9,10.3,4.2,0,21.3,64.4,12.6,0,1,21.9,0,0,0,25.7,10,25.2,91.37163778,616.1548341,29.7,61.7647058823529,0,73.8,220340,0,+41.8576415,-087.6922159,29,NORTH LAWNDALE
17031580200,11.01596975,100.2170854,84.61842854,89.32954971,20.31525602,27.68553793,11.43532218,0,0,0,0.648691,0.648691,D,CD,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",141,921,162600,396,45.77167019,4.37,84.49023861,12.62553802,13428.7392,1214,159,4.201902748,32.08245243,15.29284,42.95011,0.5,2,2,0.226763,3784,80.4,1588,93486,0.002176,12.8,"60608,60632",168,55.1,9.5,83.9,10.8,5.9,1,46.6,45.5,1.5,0,9.1,43.9,1,0,0,26.2,11.5,35.8,44.32203229,366.897263,15.8,86.7647058823529,0,84,729817,0,+41.8267718,-087.6993478,58,BRIGHTON PARK
17031590500,10.57846527,100.2775846,84.04968452,89.21798595,19.64178331,28.14528799,11.28868012,0,0,0,0.516123,0.516123,D,CD,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",17,938,269200,248,45.60260586,3.58,61.8066561,16.27318718,8338.946943,278,160,8.686210641,15.09229099,2.694136,39.30269,0.973,78,52,0.405935,1842,80.7,2093,158883,0.003658,27.8,60609,195.5,93,9.4,82.8,10.6,5.3,11,27.7,36.4,1.6,1,33.2,27.8,11,0,0,21.1,NA,24,46.11498933,439.7247368,32.7,77.9411764705882,0,48.2,572106,24222,+41.8248978,-087.6804596,59,MCKINLEY PARK
17031590700,10.63115406,100.8437139,84.66468246,89.64649449,17.46372805,29.99657193,10.70401717,,,,,,,,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",114,907,221500,463,38.4910109,3.25,73.55450237,22.59887006,10102.93514,1009,180,5.305039788,29.73769525,10.80569,43.88626,0.667,3,3,0.188116,3393,81.1,1330,68804,0.001529,7.9,60609,195.5,93,9.2,84.5,10.8,5.3,6,37.4,47.7,2.1,2.8,15.7,31.7,0,6,0,21.1,NA,24,46.11498933,439.7247368,32.7,77.9411764705882,0,69,869830,12614,+41.8260539,-087.6627888,59,MCKINLEY PARK
17031610400,11.24158478,100.680754,84.63310074,89.35918287,18.57811826,29.17644586,10.92102961,0,0,0,0.999926,0.999926,D,CD,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",48,762,128100,298,41.99899041,2.86,71.01200686,16.47286822,31442.39607,760,39,1.968702675,38.36446239,8.233276,51.11492,,,,0.210973,1981,93.2,339,15797,0.002077,9.7,60609,195.5,93,9.2,90.9,10.5,5,0,40,50.6,1.2,2.2,0,46,0,0,0,36.4,10.5,32,67.22063136,474.5761204,23.1,73.5294117647059,0,97.5,163180,0,+41.8103984,-087.6674491,61,NEW CITY
17031843800,10.41137624,100.0900938,84.03233416,89.0703793,16.1440658,30.71135454,10.60579342,,,,,,,,Lower-cost,1,Rising,"Vulnerable, Prices Rising",31,1144,171400,317,6.41025641,2.23,52.72435897,11.90697674,2931.132709,375,218,14.70985155,25.30364372,4.967949,50.80128,0.667,3,3,0.247428,1482,82.6,2582,163319,0.001972,12.5,60609,195.5,93,9.3,74.2,10.5,4.5,167,22.7,31.6,59.6,0,6.8,2,41,0,126,36.4,10.5,32,67.22063136,474.5761204,23.1,66.1764705882353,0,12.4,1309516,0,+41.8016566,-087.6404756,61,NEW CITY
17031400400,10.25680542,96.96568691,82.88493184,86.90852776,16.42325211,30.70539093,10.53231335,0,0,0,0.975358,0.975358,D,CD,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",51,1037,,469,0,1.84,56.41025641,18.66759195,16794.24856,679,209,9.858490566,32.02830189,6.538462,60.12821,0,1,1,0.347598,2120,96.1,740,35829,0.002263,11,60637,348.5,268.8,9.5,56.2,10.4,4.7,82,33.4,0.8,98.4,0,0,0.8,18,0,64,48.1,NA,26.9,89.8234038,648.4579804,32.7,69.1176470588235,0,0,326944,0,+41.7911261,-087.6183211,40,WASHINGTON PARK
17031410500,9.523757458,94.69598377,82.02879821,85.77801351,14.65254533,32.12727608,10.19051563,0,0,1,0,1,C,CD,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",0,1272,344500,650,12.33606557,2.12,31.70926518,48.93406049,24027.7996,236,236,9.672131148,9.672131148,0,51.91693,0.75,4,4,0.295905,2440,45.2,847,51300,0.00322,19.5,60615,140.75,188.4,9.5,40.3,10,0,1,19.5,41.7,39.3,0,10.9,8.1,0,0,1,23.3,8.7,14.7,86.61430355,656.6137624,18,0,0,6,263011,0,+41.7978308,-087.6037423,41,HYDE PARK
17031421200,10.18241692,99.69144455,84.4618316,89.38758655,15.46692077,31.39394542,10.33336357,0,0,0,0.750849,0.750849,D,CD,Lower-cost,1,Rising,"Vulnerable, Prices Rising",26,483,91100,266,2.892561983,3.05,37.08333333,16.07347876,9620.560309,323,194,16.03305785,26.69421488,5.416667,55.41667,0,1,1,0.330891,1210,88.5,913,62911,0.002803,19.3,60637,348.5,268.8,9.5,59,10.3,5,37,33.4,0,96.8,1.3,0,1.9,22,0,15,36.5,12.3,27.1,106.6853478,602.9923383,36.3,73.5294117647059,0,1.2,325749,0,+41.7706621,-087.6089474,42,WOODLAWN
17031834400,10.25004268,98.81772403,83.36844572,87.79956403,15.08304851,31.72786574,10.23146905,0,0,0.935502,0.063461,0.998963,C,CD,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",99,1188,210000,699,2.072892938,2.9,55.35055351,29.33753943,19386.48324,1194,388,8.838268793,27.19817768,6.088561,42.98893,0.918,30,20,0.33889,4390,88.3,1880,100696,0.003205,17.2,60637,348.5,268.8,9,45.8,10.5,4.3,41,26.3,4.1,93.9,0,0.3,1.7,1,7,33,36.5,12.3,27.1,106.6853478,602.9923383,36.3,63.2352941176471,0,1.5,586494,0,+41.7769504,-087.5963030,42,WOODLAWN
17031612100,10.71257639,98.13222073,82.97866726,87.88537301,16.02297042,30.86974848,10.56279251,0,0,0.986242,0.013758,1,C,CD,Lower-cost,1,Rising,"Vulnerable, Prices Rising",6,866,106700,192,1.631477927,3,56.49717514,10.80729167,8269.378564,265,226,21.6890595,25.4318618,1.694915,54.23729,0.857,7,7,0.485655,1042,93.6,1509,113965,0.004624,34.9,60609,195.5,93,9.5,70.9,10.2,4.6,142,37.5,2.6,90,0,0,7.4,29,0,113,36.4,10.5,32,67.22063136,474.5761204,23.1,67.6470588235294,0,8.2,326357,0,+41.7979128,-087.6476808,61,NEW CITY
17031611000,10.76082516,97.7157408,83.5263603,87.80448908,16.06459045,30.89845467,10.54508018,,,,,,,,Lower-cost,1,Rising,"Vulnerable, Prices Rising",0,828,58000,177,18.85521886,3.53,68.94197952,9.636363636,4039.350761,225,149,16.72278339,25.25252525,0,60.40956,0.667,3,3,0.330034,891,90.4,1978,123365,0.003462,21.6,60609,195.5,93,9.4,84.5,10.4,4.7,79,50,33.3,55.3,0,1,10.3,24,1,54,36.4,10.5,32,67.22063136,474.5761204,23.1,69.1176470588235,0,39.8,571300,0,+41.8047714,-087.6499381,61,NEW CITY
17031030104,,84.39274353,79.12845797,81.94471654,12.25316238,34.84574127,8.894578934,0,0.133339,0.740232,0,0.740232,C,CD,High-cost,1,Rising,"Vulnerable, Prices Rising",17,1009,157300,652,31.77360605,1.86,34.79477612,26.88391039,83594.15354,115,359,10.05884001,3.22219109,1.585821,60.8209,0.905,769,25,0.180068,3569,71,186,11353,0.001682,10.3,60660,46,83.2,8.6,25.1,0,4.5,0,20.5,69.7,8.7,0,17.3,4.2,0,0,0,24.5,6.8,16.8,58.56366957,537.1287363,30.5,66.1764705882353,0,8.4,110578,70440,+41.9972773,-087.6559864,77,EDGEWATER
17031010501,9.505318642,88.84693463,80.31250117,83.56937541,11.66948579,35.41894211,8.815706964,0,0,1,0,1,C,CD,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",30,965,316500,1330,33.73523029,2.03,27.42268041,52.72610648,53136.73933,429,468,11.28526646,10.34482759,1.237113,54.84536,0.5,2,2,0.249064,4147,59.3,576,39847,0.00285,19.7,60626,110.25,121.8,8.6,28.8,10.4,4.7,0,19,51,33.7,0,5.9,9.3,0,0,0,35.9,9.6,24.9,71.7341883,552.9126067,26.5,69.1176470588235,0,11,202133,0,+42.0094119,-087.6639583,1,ROGERS PARK
17031020100,9.459973574,92.1452432,81.14766827,84.48467707,12.86892891,33.92982483,9.542549133,0,0.752187,0.005911,0,0.005911,B,B,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",87,1063,165000,723,36.31386861,2.48,48.3933162,40.05602241,24164.18578,830,406,10.58394161,21.637122,5.59126,46.4653,0.75,4,4,0.332654,3836,71.8,1381,96515,0.003359,23.5,"60202,60645",99.75,82.2,8.7,47.8,10.2,5.1,0,21.9,38.7,30.5,0,10.3,20.4,0,0,0,22.4,9.1,26.3,60.11166217,468.0472877,29.7,75,0,21.2,411154,0,+42.0157210,-087.6871169,2,WEST RIDGE
17031640100,11.20294189,100.075756,84.81447059,89.65909181,17.47615584,29.53027324,11.558322,0,0,0.780215,0,0.780215,C,CD,Moderate-cost,0,Not_Rising,0,23,986,188600,181,27.30978261,2.85,55.96707819,16.25475285,12481.18485,274,202,13.72282609,18.61413043,4.73251,37.2428,0.5,2,2,0.273265,1472,58.5,874,36135,0.002861,11.8,60629,348.25,93.9,9.9,83.2,10.7,5.3,0,23.5,74,3.9,0.9,0.7,20.4,0,0,0,39.7,5.2,28.3,93.85623434,524.0729982,28.7,77.9411764705882,0,60.7,305457,0,+41.7819196,-087.7398608,64,CLEARING
17031560700,10.50767183,100.2902471,84.89072438,89.80959558,16.05701269,30.60659967,11.57493278,0,0,0.800792,0.00175,0.802542,C,CD,Moderate-cost,0,Not_Rising,0,64,1015,214900,431,32.85024155,3.1,64.91803279,12.55208333,14594.27339,1127,402,10.78904992,30.24691358,5.245902,35.32787,0.667,3,3,0.27228,3726,83.9,1244,67412,0.001881,10.2,60638,75,56.6,10,68.4,10.8,5.5,0,23.6,75.2,2.7,0,0.2,22,0,0,0,28.5,NA,27.3,73.77773336,526.3596442,32.3,80.8823529411765,0,57.9,661239,0,+41.7964626,-087.7575202,56,GARFIELD RIDGE
17031170900,10.33029556,99.86911195,83.95649918,88.96348277,14.70844078,31.88685226,10.11251163,0,0,1,0,1,C,CD,Moderate-cost,0,Not_Rising,0,28,1000,241400,273,29.45241893,2.95,70.45454545,18.75505255,15196.88309,399,262,13.9287613,21.21212121,4.242424,41.36364,,,,0.356247,1881,46.3,1044,68939,0.003257,21.5,"60707,60634",132.5,82.1,9.8,87.3,10.5,5,0,18.1,81.3,4.5,0,2.9,11.4,0,0,0,31.7,6.3,23.2,59.68354744,462.2039277,21.2,73.5294117647059,0,42.4,320577,0,+41.9361959,-087.8116057,17,DUNNING
17031180100,10.42510056,99.94484553,84.19489224,89.17704696,14.86269026,31.75353789,10.16792989,0,0.0000255,0.999975,0,0.999975,C,CD,Moderate-cost,0,Not_Rising,0,96,898,225400,960,35.48742138,2.89,71.11607143,15.98081293,15374.56193,1343,809,12.72012579,21.1163522,4.285714,42.85714,0.449,7,3,0.337576,6360,72.4,3127,223805,0.002919,20.9,"60707,60634",132.5,82.1,9.7,92.9,10.4,5,0,21,70.6,1.8,0,7.1,20.5,0,0,0,30.7,9.6,37,58.05140304,475.9885939,27.4,73.5294117647059,0,50.4,1071402,0,+41.9344884,-087.7986091,18,MONTCLARE
17031252000,11.00694942,97.99002476,83.91921783,88.24096995,18.04991063,29.26764205,10.89029259,0,0,1,0,1,C,CD,Lower-cost,1,Rising,"Vulnerable, Prices Rising",41,845,195400,1390,0,3.86,45.08519004,10.11335852,23038.9412,1057,791,14.23686105,19.02447804,1.791175,60.72521,0,1,1,0.370719,5556,93.7,2303,155094,0.003687,24.8,60644,402,295,9.5,73,10.5,4.8,23,30.6,2.4,95.4,0,0,2.2,3,12,8,37.7,12.6,34.9,93.01261318,581.7791986,39.2,70.5882352941177,0,2.8,624594,0,+41.8836759,-087.7698798,25,AUSTIN
17031252201,10.72533369,100.9744165,84.8716789,90.02706691,16.95942475,30.1436567,10.75398166,0,0,1,0,1,C,CD,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",54,987,101700,507,1.676933607,2.48,53.42886387,11.40209508,19566.04561,440,690,23.61396304,15.05817933,5.527124,51.89355,0.75,4,4,0.313988,2922,96.6,1266,84266,0.003273,21.8,60644,402,295,9.5,76.4,10.5,4.1,5,32.5,5.4,93.9,0,0.3,0.3,0,0,5,37.7,12.6,34.9,93.01261318,581.7791986,39.2,60.2941176470588,0,2.3,386790,0,+41.8766958,-087.7521051,25,AUSTIN
17031381700,9.650351524,99.52422598,83.86897267,88.40138878,19.55832765,28.45919543,11.06743087,0,0,0,0.937379,0.937379,D,CD,Moderate-cost,0,Rising,0,0,,,0,,,,,0,0,0,,,,,0.5,2,2,,0,0,317,19076,0.001611,9.7,60609,195.5,93,9.4,72.4,10.3,0,0,,,,,,,0,0,0,47.4,18.4,31.5,120.7506693,651.5352754,40.5,0,,,196802,0,+41.8055502,-087.6274463,38,GRAND BOULEVARD
17031380700,9.419088364,99.7382007,83.88548367,88.65928777,19.53284257,28.47898296,11.06261926,,,,,,,,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",0,891,92000,188,4.862745098,2.95,55.14874142,13.81957774,13507.13246,191,254,19.92156863,14.98039216,0,43.02059,,,,0.27597,1275,90,633,37074,0.002589,15.2,"60653,60609",195.5,93,9.5,64,10.7,3.8,12,32.7,8.1,88.6,0.5,0,2.9,1,0,11,47.4,18.4,31.5,120.7506693,651.5352754,40.5,55.8823529411765,0,2.4,244481,0,+41.8138060,-087.6237680,38,GRAND BOULEVARD
17031330200,10.22214476,99.39765641,84.00713257,88.7362802,20.27910242,28.24425196,11.22964741,,,,,,,,High-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",6,722,480400,680,20.92086331,2.09,47.82140936,63.22556943,11904.73169,610,758,21.81294964,17.55395683,0.322754,36.57881,0.983,94,70,0.331674,3475,44.5,2249,104221,0.002975,13.8,"60605,60616,60668",31.75,77.7,9.4,47.8,10.8,5.7,39,16.8,45.3,31.4,0.5,19.6,3.2,6,33,0,24.7,6.9,13.3,93.58342319,646.3140817,20.5,83.8235294117647,0,1.7,756020,35440,+41.8655783,-087.6305680,33,NEAR SOUTH SIDE
17031340500,9.771971703,99.76985716,84.16017361,88.637805,19.46510986,28.6767593,11.02879564,0,0,0,0.688721,0.688721,D,CD,High-cost,1,Rising,"Vulnerable, Prices Rising",65,763,296400,349,41.35514019,2.49,42.95774648,23.26420198,10182.78431,171,366,21.37850467,9.988317757,7.629108,40.96244,0.5,2,2,0.219399,1712,92.8,929,48392,0.002133,11.1,60616,78.5,104.1,9.2,75.6,10.6,6,2,47.9,53.4,2.2,0.4,37.1,6.9,0,2,0,17.5,NA,54.5,83.92988877,420.5252736,NA,88.2352941176471,0,13.9,435447,0,+41.8345181,-087.6329169,34,ARMOUR SQUARE
17031390300,9.058283806,97.97345235,83.33673437,87.7626125,14.87180042,32.25827789,10.2119379,0,0,0.241788,0.758212,1,D,CD,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",52,743,262300,830,2.84910306,2.4,31.00263852,31.95266272,22514.35272,761,396,13.92894829,26.76749912,3.430079,54.74934,0,1,1,0.302471,2843,94.4,1016,53952,0.003107,16.5,60653,173,220.6,9.4,48.2,10.5,4.2,13,36.5,12.6,83.9,0,0.8,2.7,9,0,4,19.6,12.7,19.4,81.25005727,743.9529002,28.9,61.7647058823529,0,2.1,327051,0,+41.8132006,-087.6042089,39,KENWOOD
17031390400,9.244515419,95.36034921,82.58137971,86.3985048,14.82207937,32.22752628,10.2395541,0,0,0.521249,0.45131,0.972559,C,CD,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",24,803,266400,632,4.758064516,1.65,29.25122463,35.97589244,19684.51454,294,620,25,11.85483871,1.679496,44.22673,0.75,4,4,0.344866,2480,85.1,1122,79021,0.003438,24.2,"60615,60653",140.75,188.4,9.4,55.3,10.5,4.7,8,33.9,13.9,84,0,0.4,1.7,1,0,7,19.6,12.7,19.4,81.25005727,743.9529002,28.9,69.1176470588235,0,2,326306,0,+41.8059243,-087.6040582,39,KENWOOD
17031410100,9.760895729,96.2922842,82.50238447,86.68318406,14.43129921,32.72898865,10.14909935,0,0.335984,0.277944,0,0.277944,B,B,High-cost,1,Rising,"Vulnerable, Prices Rising",64,1202,192100,590,21.59926471,1.62,31.94888179,75.80940745,25512.86884,224,295,13.55698529,10.29411765,5.111821,47.1246,0.84,9,7,0.35479,2176,58.9,801,54182,0.003626,24.5,60615,140.75,188.4,8.9,28.9,10.3,5.5,0,23.6,44.8,36.8,0,7.3,11.1,0,0,0,23.3,8.7,14.7,86.61430355,656.6137624,18,80.8823529411765,0,14.9,220901,265305,+41.8015822,-087.5810259,41,HYDE PARK
17031240200,10.53157425,99.38998149,84.18532622,88.72489265,21.93082237,27.0412178,11.36467552,0,0,0,1,1,D,CD,High-cost,0,Rising,0,0,1508,685300,174,11.70018282,2.4,36.4321608,76.38376384,25589.88964,228,136,8.287629494,13.89396709,0,21.8593,0.667,3,3,0.258588,1641,8.7,566,30715,0.003408,18.5,60622,130.5,128.7,9.4,70.6,10.6,5.3,0,12,87,1.6,0,5.1,6.3,0,0,0,21.5,9,13.1,52.1764477,502.2827855,23.1,77.9411764705882,0,14.4,166088,0,+41.9124417,-087.6701816,24,WEST TOWN
17031832600,10.59448083,99.13072738,84.09567802,88.63386533,21.75852695,27.16845553,11.33773111,0,0,0,0.582772,0.582772,D,CD,High-cost,0,Not_Rising,0,0,2097,650600,327,11.4021164,2.34,39.497307,88.37601078,14207.83174,603,275,7.275132275,15.95238095,0,19.56912,0.798,22,11,0.193738,3780,2.8,1699,89036,0.002466,12.9,"60614,60642",30.5,40.2,9.3,58.4,10.7,5.3,0,5.5,87.6,0.8,0,6.2,5.4,0,0,0,27,8.2,11.6,74.09476278,606.7016718,21,77.9411764705882,0,4.6,689068,32563,+41.9147541,-087.6544654,7,LINCOLN PARK
17031241200,10.02336884,99.04536522,84.03499777,88.58306467,19.36411544,28.65645569,10.99327021,0,0,0,1,1,D,CD,High-cost,0,Not_Rising,0,11,1585,513100,188,18.75347802,2.76,42.36588721,70.93728928,14184.52461,234,199,11.07401224,13.02170284,1.513067,25.8597,0.969,43,38,0.259815,1797,30.4,1201,63753,0.00366,19.4,"60622,60647",130.5,128.7,9.5,68.4,10.7,5.6,0,16.8,75.8,2.6,0,10.1,11.6,0,0,0,21.5,9,13.1,52.1764477,502.2827855,23.1,82.3529411764706,0,22,328119,0,+41.9067070,-087.6846858,24,WEST TOWN
17031070600,10.27563047,99.32597903,84.09262622,88.61413322,18.82790375,29.25541496,10.74804401,0,0,0.007866,0.991994,0.99986,D,CD,High-cost,0,Not_Rising,0,0,1863,725400,363,7.061713233,2.64,57.82366958,88.30943068,24582.39818,806,101,3.101013202,24.74669942,0,28.83241,0.816,7,6,0.285715,3257,1.7,1157,67287,0.003372,19.6,60614,30.5,40.2,9.5,72.2,10.5,4.8,1,5.7,92.6,0.4,0,6.1,1,1,0,0,27,8.2,11.6,74.09476278,606.7016718,21,70.5882352941177,0,9.3,343156,0,+41.9287627,-087.6656766,7,LINCOLN PARK
17031160502,11.23164241,98.18033263,84.13141711,88.32060619,17.87454796,29.78963852,10.64444637,0,0,1,0,1,C,CD,High-cost,1,Rising,"Vulnerable, Prices Rising",61,1118,303800,499,35.510312,2.63,70.69230769,32.03747073,31507.72525,895,228,6.028556319,23.66472766,4.692308,38.38462,0.969,37,34,0.280704,3782,64.6,1082,76806,0.00348,24.7,60618,172.25,82.6,9,70.2,10.6,0,0,21.7,74.6,1.3,0,4.8,19.4,0,0,0,26,10.7,29.9,56.37857777,454.3016727,29.4,0,0,69,310887,0,+41.9555841,-087.7130876,16,IRVING PARK
17031200401,10.28155184,99.77934566,84.39715457,88.97663599,15.98278329,31.06830417,10.55700163,0,0,0.833339,0,0.833339,C,CD,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",89,972,239500,537,29.65830219,4.28,81.33595285,14.94661922,24085.75286,998,316,8.435664709,26.6417512,8.742633,52.75049,0,1,1,0.27575,3746,83.8,1019,75110,0.00253,18.6,60639,346.75,123.9,9.5,94.5,10.7,4.3,0,42.6,49.4,4.2,1.2,1.7,43.4,0,0,0,8.9,15.5,36,33.56358503,359.7377703,36.2,63.2352941176471,0,87.3,402815,0,+41.9198285,-087.7375419,20,HERMOSA
17031220701,10.16722679,99.83124183,84.46811683,89.03358567,16.48774126,30.70385056,10.55894251,0,0,1,0,1,C,CD,High-cost,1,Rising,"Vulnerable, Prices Rising",106,1136,306300,359,22.94117647,2.92,61.79775281,44.40506329,31404.30691,731,145,4.489164087,22.63157895,9.925094,33.61423,0.72,5,4,0.257492,3230,62,704,44455,0.002643,16.7,60647,190.75,98.5,9.4,88.3,10.7,4.7,0,21.2,73.6,6.4,0,1.5,18.6,0,0,0,26.1,10.5,18.7,39.04862757,402.5999424,26.5,69.1176470588235,0,69.1,266386,0,+41.9261554,-087.7215651,22,LOGAN SQUARE
17031730600,10.08005492,99.51152908,84.23116937,90.49023181,14.97740771,31.35375449,10.35606027,0,0,0.252336,0.742964,0.9953,D,CD,Moderate-cost,0,Rising,0,0,782,121600,527,0.3933689239,2.78,66.3273961,23.18623785,9151.372054,871,631,17.72969935,24.47316662,0,44.6989,,,,0.381569,3559,65.8,3553,254824,0.003527,25.3,"60628,60643",305,160,10,68.4,10.3,5.4,1,21.1,0.4,99,0.7,0,0,0,0,1,29.4,7.8,33.9,88.74418097,600.7859515,38.3,79.4117647058824,0,0.4,1007256,0,+41.7106003,-087.6504857,73,WASHINGTON HEIGHTS
17031260700,10.56548333,99.58303653,83.99423122,88.75592574,18.47768172,29.04659543,10.99949676,0,0,1,0,1,C,CD,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",45,1068,181300,373,0.9911894273,3.1,70.80152672,3.513281919,14287.38625,631,247,13.60132159,34.74669604,8.587786,71.18321,0.667,3,3,0.344928,1816,96.4,1144,72978,0.003475,22.2,60624,287.75,251,9.5,74.6,10.4,5.4,80,42.1,0.6,93.9,0.3,0,5.3,2,0,78,32.6,20.2,39.7,135.5512809,676.9091643,34.5,79.4117647058824,0,3.4,329201,0,+41.8770565,-087.7279962,26,WEST GARFIELD PARK
17031291200,11.49774837,98.75139153,84.05542096,88.57308337,19.3260929,28.43196111,11.23681493,0,0,0.008263,0.991737,1,D,CD,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",39,1031,158800,467,0.2419354839,2.77,80.95238095,12.20110362,19515.14319,849,157,6.330645161,34.23387097,5.019305,60.10296,0.5,2,2,0.343783,2480,88.6,871,45940,0.002646,14,"60623,60624",347.5,111.3,9.5,72,10.6,4.5,58,34.4,1.8,96.1,0,0,2.1,2,0,56,25.7,10,25.2,91.37163778,616.1548341,29.7,66.1764705882353,0,2.1,329138,0,+41.8626611,-087.7128746,29,NORTH LAWNDALE
17031841600,11.5974617,99.49089255,84.60466811,89.22483792,17.79266357,29.46873474,10.98362064,,,,,,,,Lower-cost,1,Rising,"Vulnerable, Prices Rising",23,1222,114100,155,0,1.52,53.84615385,14.12300683,10645.01898,216,67,10.22900763,32.97709924,9.82906,66.23932,,,,0.358598,655,96,684,36883,0.004292,23.1,60623,347.5,111.3,9.6,77.3,10.6,4.3,55,33.1,0.6,86.1,0,0,13.3,6,27,22,25.7,10,25.2,91.37163778,616.1548341,29.7,63.2352941176471,0,13.3,159365,0,+41.8553771,-087.7076032,29,NORTH LAWNDALE
17031841500,11.50828743,98.67552823,83.58822843,88.05203195,19.37381675,28.39969432,11.24469492,0,0,0.065492,0.934508,1,D,CD,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",6,1030,154300,586,2.177730945,2.66,70.50739958,11.12828439,17056.71119,869,176,6.181945908,30.52335792,0.634249,61.94503,0.75,4,4,0.334726,2847,87.7,1331,79734,0.003079,18.4,"60623,60624",347.5,111.3,9.6,72,10.5,3.9,87,25.2,3.8,94.7,0,0.7,0.7,25,0,62,25.7,10,25.2,91.37163778,616.1548341,29.7,57.3529411764706,0,2.7,432305,0,+41.8616224,-087.7079132,29,NORTH LAWNDALE
17031030703,9.360517025,96.34132051,83.12515975,87.43570279,14.35128241,33.10103419,9.735254639,0,0,0.997533,0,0.997533,C,CD,High-cost,1,Rising,"Vulnerable, Prices Rising",28,879,234200,749,21.51942248,1.72,30.00567215,51.69390195,37996.27268,208,498,17.11928498,7.150223444,1.588202,42.4844,0.833,6,6,0.1967,2909,66.1,469,25318,0.002365,12.8,60640,84.25,93.8,8.4,30.1,10.4,4.9,0,31,66.2,18.8,1.2,5,8.7,0,0,0,24.5,6.8,16.8,58.56366957,537.1287363,30.5,72.0588235294118,0,12.9,198290,0,+41.9788749,-087.6578708,77,EDGEWATER
17031030800,9.479350805,95.03098903,82.56597054,86.61110639,14.68166125,32.4727103,9.909113294,0,0,1,0,1,C,CD,High-cost,0,Not_Rising,0,0,1388,492200,500,14.38979964,2.37,48.64032837,77.41464838,20047.5069,561,795,18.1010929,12.77322404,0,25.65418,0.943,39,25,0.327016,4392,37.9,2210,155729,0.003895,27.4,"60660,60640",84.25,93.8,8.7,34.5,10.6,5.1,0,11.5,81.6,4.2,0,9.1,5.2,0,0,0,24.5,6.8,16.8,58.56366957,537.1287363,30.5,75,0,13.9,567414,0,+41.9799123,-087.6641880,77,EDGEWATER
17031030701,9.345785141,93.47865545,82.23801802,86.12720176,14.29850006,33.1583252,9.696641922,0,0,1,0,1,C,CD,High-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",67,871,174600,417,31.07476636,1.96,30.07769145,43.66412214,63454.34729,162,195,11.39018692,9.462616822,7.436182,46.28191,0.75,4,4,0.16545,1712,82.7,130,6340,0.00186,9.1,"60660,60640",84.25,93.8,8.3,29.1,10.5,4.1,0,26.1,50.2,26,0.6,17.5,5.6,0,0,0,24.5,6.8,16.8,58.56366957,537.1287363,30.5,60.2941176470588,0,11.5,69878,0,+41.9827453,-087.6579659,77,EDGEWATER
