geoid,HeathDeath_Percent,leadPoisonR,ndvi,treesN10,treeCrwDn,socvlnIndx,hrdshpIndx,urbanFlood,surfcTemp,trafficVol,nnetPM25,chAsthmaED,chAsthma17,pop18,whiteP18,blackP18,amIndP18,asianP18,hispP18,other18,chldren18,senior18,zipCode,comArea,comAreaNm,plantDivrs,plantTotl,plantSpec,redLined,mdRent18,mdHome18,frgnBrn18,hhldSize18,fmHhld18,college18,popDens18,ovrcwdHs18,costBurd18,hsngSuscp,hsngVuln,hsngChng,dsplcPresr,chwAirTemp,chwHeatAve,chwHeatMax,eclipsPM25,lungCRt17,physRt17,adAsthma17,cancerRt17,hyptRt17
17031291600,3.27,2.457264957,0.192543,453,11.8,63.9,21.3,9.5,70.9,4.2,10.3,158.5,82.5,,64.4,12.6,,1,73.8,21.9,23.87295082,8.606557377,60608,29,NORTH LAWNDALE,0.667,3,3,D,944,193100,34.93852459,3.84,75.66666667,23.10536044,11472.40737,2.333333,56,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.29156665,88.92535449,99.39203001,11.18941832,91.37163778,25.2,10,616.1548341,29.7
17031580200,0.61,1.559934319,0.226763,1588,12.8,80.4,46.6,9.5,83.9,5.9,10.8,168,55.1,,45.5,1.5,,9.1,84,43.9,32.08245243,4.201902748,"60608,60632",58,BRIGHTON PARK,0.5,2,2,D,921,162600,45.77167019,4.37,84.49023861,12.62553802,13428.7392,15.29284,42.95011,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.61842854,89.32954971,100.2170854,11.01596975,44.32203229,35.8,11.5,366.897263,15.8
17031590500,1.23,0.319488818,0.405935,2093,27.8,80.7,27.7,9.4,82.8,5.3,10.6,195.5,93,,36.4,1.6,,33.2,48.2,27.8,15.09229099,8.686210641,60609,59,MCKINLEY PARK,0.973,78,52,D,938,269200,45.60260586,3.58,61.8066561,16.27318718,8338.946943,2.694136,39.30269,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.04968452,89.21798595,100.2775846,10.57846527,46.11498933,24,NA,439.7247368,32.7
17031590700,1.23,0.319488818,0.188116,1330,7.9,81.1,37.4,9.2,84.5,5.3,10.8,195.5,93,,47.7,2.1,,15.7,69,31.7,29.73769525,5.305039788,60609,59,MCKINLEY PARK,0.667,3,3,,907,221500,38.4910109,3.25,73.55450237,22.59887006,10102.93514,10.80569,43.88626,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.66468246,89.64649449,100.8437139,10.63115406,46.11498933,24,NA,439.7247368,32.7
17031610400,2.45,2.49821556,0.210973,339,9.7,93.2,40,9.2,90.9,5,10.5,195.5,93,,50.6,1.2,,0,97.5,46,38.36446239,1.968702675,60609,61,NEW CITY,,,,D,762,128100,41.99899041,2.86,71.01200686,16.47286822,31442.39607,8.233276,51.11492,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.63310074,89.35918287,100.680754,11.24158478,67.22063136,32,10.5,474.5761204,23.1
17031843800,0.82,2.49821556,0.247428,2582,12.5,82.6,22.7,9.3,74.2,4.5,10.5,195.5,93,,31.6,59.6,,6.8,12.4,2,25.30364372,14.70985155,60609,61,NEW CITY,0.667,3,3,,1144,171400,6.41025641,2.23,52.72435897,11.90697674,2931.132709,4.967949,50.80128,Lower-cost,1,Rising,"Vulnerable, Prices Rising",84.03233416,89.0703793,100.0900938,10.41137624,67.22063136,32,10.5,474.5761204,23.1
17031400400,2.25,4.347826087,0.347598,740,11,96.1,33.4,9.5,56.2,4.7,10.4,348.5,268.8,,0.8,98.4,,0,0,0.8,32.02830189,9.858490566,60637,40,WASHINGTON PARK,0,1,1,D,1037,,0,1.84,56.41025641,18.66759195,16794.24856,6.538462,60.12821,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",82.88493184,86.90852776,96.96568691,10.25680542,89.8234038,26.9,NA,648.4579804,32.7
17031410500,2.25,0.895522388,0.295905,847,19.5,45.2,19.5,9.5,40.3,0,10,140.75,188.4,,41.7,39.3,,10.9,6,8.1,9.672131148,9.672131148,60615,41,HYDE PARK,0.75,4,4,C,1272,344500,12.33606557,2.12,31.70926518,48.93406049,24027.7996,0,51.91693,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",82.02879821,85.77801351,94.69598377,9.523757458,86.61430355,14.7,8.7,656.6137624,18
17031421200,3.89,2.210884354,0.330891,913,19.3,88.5,33.4,9.5,59,5,10.3,348.5,268.8,,0,96.8,,0,1.2,1.9,26.69421488,16.03305785,60637,42,WOODLAWN,0,1,1,D,483,91100,2.892561983,3.05,37.08333333,16.07347876,9620.560309,5.416667,55.41667,Lower-cost,1,Rising,"Vulnerable, Prices Rising",84.4618316,89.38758655,99.69144455,10.18241692,106.6853478,27.1,12.3,602.9923383,36.3
17031834400,3.89,2.210884354,0.33889,1880,17.2,88.3,26.3,9,45.8,4.3,10.5,348.5,268.8,,4.1,93.9,,0.3,1.5,1.7,27.19817768,8.838268793,60637,42,WOODLAWN,0.918,30,20,C,1188,210000,2.072892938,2.9,55.35055351,29.33753943,19386.48324,6.088561,42.98893,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.36844572,87.79956403,98.81772403,10.25004268,106.6853478,27.1,12.3,602.9923383,36.3
17031612100,2.45,2.49821556,0.485655,1509,34.9,93.6,37.5,9.5,70.9,4.6,10.2,195.5,93,,2.6,90,,0,8.2,7.4,25.4318618,21.6890595,60609,61,NEW CITY,0.857,7,7,C,866,106700,1.631477927,3,56.49717514,10.80729167,8269.378564,1.694915,54.23729,Lower-cost,1,Rising,"Vulnerable, Prices Rising",82.97866726,87.88537301,98.13222073,10.71257639,67.22063136,32,10.5,474.5761204,23.1
17031611000,2.45,2.49821556,0.330034,1978,21.6,90.4,50,9.4,84.5,4.7,10.4,195.5,93,,33.3,55.3,,1,39.8,10.3,25.25252525,16.72278339,60609,61,NEW CITY,0.667,3,3,,828,58000,18.85521886,3.53,68.94197952,9.636363636,4039.350761,0,60.40956,Lower-cost,1,Rising,"Vulnerable, Prices Rising",83.5263603,87.80448908,97.7157408,10.76082516,67.22063136,32,10.5,474.5761204,23.1
17031030104,1.64,1.462765957,0.180068,186,10.3,71,20.5,8.6,25.1,4.5,0,46,83.2,,69.7,8.7,,17.3,8.4,4.2,3.22219109,10.05884001,60660,77,EDGEWATER,0.905,769,25,C,1009,157300,31.77360605,1.86,34.79477612,26.88391039,83594.15354,1.585821,60.8209,High-cost,1,Rising,"Vulnerable, Prices Rising",79.12845797,81.94471654,84.39274353,,58.56366957,16.8,6.8,537.1287363,30.5
17031010501,1.64,1.883239171,0.249064,576,19.7,59.3,19,8.6,28.8,4.7,10.4,110.25,121.8,,51,33.7,,5.9,11,9.3,10.34482759,11.28526646,60626,1,ROGERS PARK,0.5,2,2,C,965,316500,33.73523029,2.03,27.42268041,52.72610648,53136.73933,1.237113,54.84536,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",80.31250117,83.56937541,88.84693463,9.505318642,71.7341883,24.9,9.6,552.9126067,26.5
17031020100,1.64,2.949709865,0.332654,1381,23.5,71.8,21.9,8.7,47.8,5.1,10.2,99.75,82.2,,38.7,30.5,,10.3,21.2,20.4,21.637122,10.58394161,"60202,60645",2,WEST RIDGE,0.75,4,4,B,1063,165000,36.31386861,2.48,48.3933162,40.05602241,24164.18578,5.59126,46.4653,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",81.14766827,84.48467707,92.1452432,9.459973574,60.11166217,26.3,9.1,468.0472877,29.7
17031640100,0.2,0,0.273265,874,11.8,58.5,23.5,9.9,83.2,5.3,10.7,348.25,93.9,,74,3.9,,0.7,60.7,20.4,18.61413043,13.72282609,60629,64,CLEARING,0.5,2,2,C,986,188600,27.30978261,2.85,55.96707819,16.25475285,12481.18485,4.73251,37.2428,Moderate-cost,0,Not_Rising,0,84.81447059,89.65909181,100.075756,11.20294189,93.85623434,28.3,5.2,524.0729982,28.7
17031560700,0.2,0.334448161,0.27228,1244,10.2,83.9,23.6,10,68.4,5.5,10.8,75,56.6,,75.2,2.7,,0.2,57.9,22,30.24691358,10.78904992,60638,56,GARFIELD RIDGE,0.667,3,3,C,1015,214900,32.85024155,3.1,64.91803279,12.55208333,14594.27339,5.245902,35.32787,Moderate-cost,0,Not_Rising,0,84.89072438,89.80959558,100.2902471,10.50767183,73.77773336,27.3,NA,526.3596442,32.3
17031170900,0.82,0.572246066,0.356247,1044,21.5,46.3,18.1,9.8,87.3,5,10.5,132.5,82.1,,81.3,4.5,,2.9,42.4,11.4,21.21212121,13.9287613,"60707,60634",17,DUNNING,,,,C,1000,241400,29.45241893,2.95,70.45454545,18.75505255,15196.88309,4.242424,41.36364,Moderate-cost,0,Not_Rising,0,83.95649918,88.96348277,99.86911195,10.33029556,59.68354744,23.2,6.3,462.2039277,21.2
17031180100,0.82,0.423728814,0.337576,3127,20.9,72.4,21,9.7,92.9,5,10.4,132.5,82.1,,70.6,1.8,,7.1,50.4,20.5,21.1163522,12.72012579,"60707,60634",18,MONTCLARE,0.449,7,3,C,898,225400,35.48742138,2.89,71.11607143,15.98081293,15374.56193,4.285714,42.85714,Moderate-cost,0,Not_Rising,0,84.19489224,89.17704696,99.94484553,10.42510056,58.05140304,37,9.6,475.9885939,27.4
17031252000,2.66,3.458213257,0.370719,2303,24.8,93.7,30.6,9.5,73,4.8,10.5,402,295,,2.4,95.4,,0,2.8,2.2,19.02447804,14.23686105,60644,25,AUSTIN,0,1,1,C,845,195400,0,3.86,45.08519004,10.11335852,23038.9412,1.791175,60.72521,Lower-cost,1,Rising,"Vulnerable, Prices Rising",83.91921783,88.24096995,97.99002476,11.00694942,93.01261318,34.9,12.6,581.7791986,39.2
17031252201,2.66,3.458213257,0.313988,1266,21.8,96.6,32.5,9.5,76.4,4.1,10.5,402,295,,5.4,93.9,,0.3,2.3,0.3,15.05817933,23.61396304,60644,25,AUSTIN,0.75,4,4,C,987,101700,1.676933607,2.48,53.42886387,11.40209508,19566.04561,5.527124,51.89355,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.8716789,90.02706691,100.9744165,10.72533369,93.01261318,34.9,12.6,581.7791986,39.2
17031381700,0.82,0.529100529,,317,9.7,0,,9.4,72.4,0,10.3,195.5,93,,,,,,,,,,60609,38,GRAND BOULEVARD,0.5,2,2,D,,,,,,,0,,,Moderate-cost,0,Rising,0,83.86897267,88.40138878,99.52422598,9.650351524,120.7506693,31.5,18.4,651.5352754,40.5
17031380700,3.27,0.529100529,0.27597,633,15.2,90,32.7,9.5,64,3.8,10.7,195.5,93,,8.1,88.6,,0,2.4,2.9,14.98039216,19.92156863,"60653,60609",38,GRAND BOULEVARD,,,,,891,92000,4.862745098,2.95,55.14874142,13.81957774,13507.13246,0,43.02059,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.88548367,88.65928777,99.7382007,9.419088364,120.7506693,31.5,18.4,651.5352754,40.5
17031330200,3.27,0.572519084,0.331674,2249,13.8,44.5,16.8,9.4,47.8,5.7,10.8,31.75,77.7,,45.3,31.4,,19.6,1.7,3.2,17.55395683,21.81294964,"60605,60616,60668",33,NEAR SOUTH SIDE,0.983,94,70,,722,480400,20.92086331,2.09,47.82140936,63.22556943,11904.73169,0.322754,36.57881,High-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.00713257,88.7362802,99.39765641,10.22214476,93.58342319,13.3,6.9,646.3140817,20.5
17031340500,0.61,0,0.219399,929,11.1,92.8,47.9,9.2,75.6,6,10.6,78.5,104.1,,53.4,2.2,,37.1,13.9,6.9,9.988317757,21.37850467,60616,34,ARMOUR SQUARE,0.5,2,2,D,763,296400,41.35514019,2.49,42.95774648,23.26420198,10182.78431,7.629108,40.96244,High-cost,1,Rising,"Vulnerable, Prices Rising",84.16017361,88.637805,99.76985716,9.771971703,83.92988877,54.5,NA,420.5252736,NA
17031390300,0.41,0.821355236,0.302471,1016,16.5,94.4,36.5,9.4,48.2,4.2,10.5,173,220.6,,12.6,83.9,,0.8,2.1,2.7,26.76749912,13.92894829,60653,39,KENWOOD,0,1,1,D,743,262300,2.84910306,2.4,31.00263852,31.95266272,22514.35272,3.430079,54.74934,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",83.33673437,87.7626125,97.97345235,9.058283806,81.25005727,19.4,12.7,743.9529002,28.9
17031390400,3.27,0.821355236,0.344866,1122,24.2,85.1,33.9,9.4,55.3,4.7,10.5,140.75,188.4,,13.9,84,,0.4,2,1.7,11.85483871,25,"60615,60653",39,KENWOOD,0.75,4,4,C,803,266400,4.758064516,1.65,29.25122463,35.97589244,19684.51454,1.679496,44.22673,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",82.58137971,86.3985048,95.36034921,9.244515419,81.25005727,19.4,12.7,743.9529002,28.9
17031410100,1.23,0.895522388,0.35479,801,24.5,58.9,23.6,8.9,28.9,5.5,10.3,140.75,188.4,,44.8,36.8,,7.3,14.9,11.1,10.29411765,13.55698529,60615,41,HYDE PARK,0.84,9,7,B,1202,192100,21.59926471,1.62,31.94888179,75.80940745,25512.86884,5.111821,47.1246,High-cost,1,Rising,"Vulnerable, Prices Rising",82.50238447,86.68318406,96.2922842,9.760895729,86.61430355,14.7,8.7,656.6137624,18
17031240200,3.68,0.694073679,0.258588,566,18.5,8.7,12,9.4,70.6,5.3,10.6,130.5,128.7,,87,1.6,,5.1,14.4,6.3,13.89396709,8.287629494,60622,24,WEST TOWN,0.667,3,3,D,1508,685300,11.70018282,2.4,36.4321608,76.38376384,25589.88964,0,21.8593,High-cost,0,Rising,0,84.18532622,88.72489265,99.38998149,10.53157425,52.1764477,13.1,9,502.2827855,23.1
17031832600,3.68,0.108342362,0.193738,1699,12.9,2.8,5.5,9.3,58.4,5.3,10.7,30.5,40.2,,87.6,0.8,,6.2,4.6,5.4,15.95238095,7.275132275,"60614,60642",7,LINCOLN PARK,0.798,22,11,D,2097,650600,11.4021164,2.34,39.497307,88.37601078,14207.83174,0,19.56912,High-cost,0,Not_Rising,0,84.09567802,88.63386533,99.13072738,10.59448083,74.09476278,11.6,8.2,606.7016718,21
17031241200,4.5,0.694073679,0.259815,1201,19.4,30.4,16.8,9.5,68.4,5.6,10.7,130.5,128.7,,75.8,2.6,,10.1,22,11.6,13.02170284,11.07401224,"60622,60647",24,WEST TOWN,0.969,43,38,D,1585,513100,18.75347802,2.76,42.36588721,70.93728928,14184.52461,1.513067,25.8597,High-cost,0,Not_Rising,0,84.03499777,88.58306467,99.04536522,10.02336884,52.1764477,13.1,9,502.2827855,23.1
17031070600,1.84,0.108342362,0.285715,1157,19.6,1.7,5.7,9.5,72.2,4.8,10.5,30.5,40.2,,92.6,0.4,,6.1,9.3,1,24.74669942,3.101013202,60614,7,LINCOLN PARK,0.816,7,6,D,1863,725400,7.061713233,2.64,57.82366958,88.30943068,24582.39818,0,28.83241,High-cost,0,Not_Rising,0,84.09262622,88.61413322,99.32597903,10.27563047,74.09476278,11.6,8.2,606.7016718,21
17031160502,1.64,1.407129456,0.280704,1082,24.7,64.6,21.7,9,70.2,0,10.6,172.25,82.6,,74.6,1.3,,4.8,69,19.4,23.66472766,6.028556319,60618,16,IRVING PARK,0.969,37,34,C,1118,303800,35.510312,2.63,70.69230769,32.03747073,31507.72525,4.692308,38.38462,High-cost,1,Rising,"Vulnerable, Prices Rising",84.13141711,88.32060619,98.18033263,11.23164241,56.37857777,29.9,10.7,454.3016727,29.4
17031200401,1.84,1.628222524,0.27575,1019,18.6,83.8,42.6,9.5,94.5,4.3,10.7,346.75,123.9,,49.4,4.2,,1.7,87.3,43.4,26.6417512,8.435664709,60639,20,HERMOSA,0,1,1,C,972,239500,29.65830219,4.28,81.33595285,14.94661922,24085.75286,8.742633,52.75049,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.39715457,88.97663599,99.77934566,10.28155184,33.56358503,36,15.5,359.7377703,36.2
17031220701,3.68,0.524590164,0.257492,704,16.7,62,21.2,9.4,88.3,4.7,10.7,190.75,98.5,,73.6,6.4,,1.5,69.1,18.6,22.63157895,4.489164087,60647,22,LOGAN SQUARE,0.72,5,4,C,1136,306300,22.94117647,2.92,61.79775281,44.40506329,31404.30691,9.925094,33.61423,High-cost,1,Rising,"Vulnerable, Prices Rising",84.46811683,89.03358567,99.83124183,10.16722679,39.04862757,18.7,10.5,402.5999424,26.5
17031730600,0,1.458333333,0.381569,3553,25.3,65.8,21.1,10,68.4,5.4,10.3,305,160,,0.4,99,,0,0.4,0,24.47316662,17.72969935,"60628,60643",73,WASHINGTON HEIGHTS,,,,D,782,121600,0.3933689239,2.78,66.3273961,23.18623785,9151.372054,0,44.6989,Moderate-cost,0,Rising,0,84.23116937,90.49023181,99.51152908,10.08005492,88.74418097,33.9,7.8,600.7859515,38.3
17031260700,0.82,2.826086957,0.344928,1144,22.2,96.4,42.1,9.5,74.6,5.4,10.4,287.75,251,,0.6,93.9,,0,3.4,5.3,34.74669604,13.60132159,60624,26,WEST GARFIELD PARK,0.667,3,3,C,1068,181300,0.9911894273,3.1,70.80152672,3.513281919,14287.38625,8.587786,71.18321,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.99423122,88.75592574,99.58303653,10.56548333,135.5512809,39.7,20.2,676.9091643,34.5
17031291200,3.27,2.457264957,0.343783,871,14,88.6,34.4,9.5,72,4.5,10.6,347.5,111.3,,1.8,96.1,,0,2.1,2.1,34.23387097,6.330645161,"60623,60624",29,NORTH LAWNDALE,0.5,2,2,D,1031,158800,0.2419354839,2.77,80.95238095,12.20110362,19515.14319,5.019305,60.10296,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.05542096,88.57308337,98.75139153,11.49774837,91.37163778,25.2,10,616.1548341,29.7
17031841600,3.27,2.457264957,0.358598,684,23.1,96,33.1,9.6,77.3,4.3,10.6,347.5,111.3,,0.6,86.1,,0,13.3,13.3,32.97709924,10.22900763,60623,29,NORTH LAWNDALE,,,,,1222,114100,0,1.52,53.84615385,14.12300683,10645.01898,9.82906,66.23932,Lower-cost,1,Rising,"Vulnerable, Prices Rising",84.60466811,89.22483792,99.49089255,11.5974617,91.37163778,25.2,10,616.1548341,29.7
17031841500,3.27,2.457264957,0.334726,1331,18.4,87.7,25.2,9.6,72,3.9,10.5,347.5,111.3,,3.8,94.7,,0.7,2.7,0.7,30.52335792,6.181945908,"60623,60624",29,NORTH LAWNDALE,0.75,4,4,D,1030,154300,2.177730945,2.66,70.50739958,11.12828439,17056.71119,0.634249,61.94503,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.58822843,88.05203195,98.67552823,11.50828743,91.37163778,25.2,10,616.1548341,29.7
17031030703,5.11,1.462765957,0.1967,469,12.8,66.1,31,8.4,30.1,4.9,10.4,84.25,93.8,,66.2,18.8,,5,12.9,8.7,7.150223444,17.11928498,60640,77,EDGEWATER,0.833,6,6,C,879,234200,21.51942248,1.72,30.00567215,51.69390195,37996.27268,1.588202,42.4844,High-cost,1,Rising,"Vulnerable, Prices Rising",83.12515975,87.43570279,96.34132051,9.360517025,58.56366957,16.8,6.8,537.1287363,30.5
17031030800,5.11,1.462765957,0.327016,2210,27.4,37.9,11.5,8.7,34.5,5.1,10.6,84.25,93.8,,81.6,4.2,,9.1,13.9,5.2,12.77322404,18.1010929,"60660,60640",77,EDGEWATER,0.943,39,25,C,1388,492200,14.38979964,2.37,48.64032837,77.41464838,20047.5069,0,25.65418,High-cost,0,Not_Rising,0,82.56597054,86.61110639,95.03098903,9.479350805,58.56366957,16.8,6.8,537.1287363,30.5
17031030701,0.2,1.462765957,0.16545,130,9.1,82.7,26.1,8.3,29.1,4.1,10.5,84.25,93.8,,50.2,26,,17.5,11.5,5.6,9.462616822,11.39018692,"60660,60640",77,EDGEWATER,0.75,4,4,C,871,174600,31.07476636,1.96,30.07769145,43.66412214,63454.34729,7.436182,46.28191,High-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",82.23801802,86.12720176,93.47865545,9.345785141,58.56366957,16.8,6.8,537.1287363,30.5
17031030702,0.2,1.462765957,0.113273,11,1.8,48,21.4,8.3,29.1,0,10.5,84.25,93.8,,57.5,3.3,,36.9,3.3,2.3,10.47957371,21.71403197,60640,77,EDGEWATER,,,,,1286,192000,36.01243339,1.35,32.82015395,65.50190597,263992.8252,7.06788,35.75927,,1,,0,80.95229556,84.64142152,91.24268244,,58.56366957,16.8,6.8,537.1287363,30.5
17031190100,1.84,1.5625,0.213372,757,14.6,87.8,18.2,9.1,95.9,5.1,10.7,346.75,123.9,,43.8,1.4,,2.4,86.4,52.4,25.90176516,10.66768995,"60641,60639",19,BELMONT CRAGIN,,,,B,902,238000,44.66615503,4.03,71.77322075,16.27565982,21349.22233,6.634499,55.85042,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.3509716,88.7222129,99.29137273,10.63175678,50.53601595,32.8,10.8,404.507368,27.2
17031200100,1.84,1.628222524,0.297492,1702,19,75.2,16.8,9.2,94.7,4.6,10.8,346.75,123.9,,56.7,5.1,,3.8,70.8,32.8,23.57161839,11.50677651,"60641,60639",20,HERMOSA,0.8,5,5,B,980,245600,32.26149349,3.32,59.12187737,26.36794485,16663.98632,4.390613,47.46404,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.10669516,88.68569353,99.41848066,10.69736735,33.56358503,36,15.5,359.7377703,36.2
17031040600,1.02,0.583090379,0.284288,1174,24.3,7.8,6.6,8.6,54.7,5.2,10.5,140.75,83,,92.2,2.9,,1.3,11.9,3.6,16.1097852,8.074781225,60625,4,LINCOLN SQUARE,0.5,2,2,C,1369,614800,10.0636436,2.95,44.56233422,76.31975867,19656.02402,0.884173,32.27233,High-cost,0,Not_Rising,0,83.23917471,87.29287401,95.95355846,10.19879977,63.39907481,19.1,6.3,515.967578,27.7
17031830800,1.02,0.583090379,0.251699,1108,17.8,10.4,13.3,8.6,46.3,4.6,10.5,140.75,83,,88.3,2.9,,3.3,16.7,4.7,10.50955414,3.26433121,"60640,60625,60613",4,LINCOLN SQUARE,0.981,94,63,C,1176,351700,10.82802548,2.28,34.16193182,72.03102278,19332.82089,1.704545,28.33807,High-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.54295832,87.8076115,96.47475932,10.01010323,63.39907481,19.1,6.3,515.967578,27.7
17031160700,1.64,1.407129456,0.30833,2640,23.7,49.2,22.3,8.9,78.2,5.8,11,172.25,82.6,,76.7,3.6,,10.4,41.4,9.2,15.26409304,9.174608302,60618,16,IRVING PARK,0.719,16,9,C,1266,351000,31.9980617,2.55,63.03775241,48.09866393,20719.43807,0,32.00176,High-cost,1,Rising,"Vulnerable, Prices Rising",84.09140921,88.65810198,98.61979427,11.01400153,56.37857777,29.9,10.7,454.3016727,29.4
17031062400,1.84,0.358422939,0.241545,524,21.6,9.4,12.6,9.2,70.6,0,10.4,32,49.7,,87.6,4.2,,3.4,2.5,4.8,16.24365482,10.78680203,60657,6,LAKE VIEW,0.642,9,5,C,1846,582900,5.139593909,2.3,48.19444444,83.58778626,25051.70275,0,38.19444,High-cost,0,Not_Rising,0,84.23252356,88.86508911,98.93056295,10.17312813,67.97295166,14.1,6.4,582.9029278,30.7
17031760802,0.82,1.470588235,0.657618,58668,68.3,55.2,21.1,9.4,50.2,6.3,9.4,132.5,82.1,,95.2,1.5,,0.8,3.7,2.6,14.38679245,21.93396226,"60656,60634",76,OHARE,0.972,114,67,,1056,314600,33.0581761,2.23,54.94211932,35.55555556,1064.522698,3.294746,44.96883,High-cost,0,Not_Rising,0,83.01842899,87.78214146,98.30975032,10.1497221,47.9022931,22,NA,357.2235313,NA
17031490901,2.04,2.288021534,0.378231,2409,19.2,88.2,34.8,10,68.3,5.1,10.5,305,160,,0,99.8,,0,2,0.2,25.29140689,15.58687991,60628,49,ROSELAND,0.893,11,10,C,894,117600,0.5421523448,2.56,61.8468146,12.84936479,11301.02372,3.29277,48.8189,Lower-cost,1,Rising,"Vulnerable, Prices Rising",83.85010425,89.15287739,98.6838609,9.508707285,87.75976408,31.6,11.6,584.5653914,33.5
17031260400,1.43,2.826086957,0.291523,815,13.8,93.5,52.6,9.4,76.9,4.8,10.5,287.75,251,,2.1,97.9,,0,0,0,28.29694323,17.55458515,60624,26,WEST GARFIELD PARK,0.778,6,5,C,888,175500,0.4366812227,2.53,72.58064516,3.676470588,9035.078224,9.677419,47.04301,Lower-cost,1,Rising,"Vulnerable, Prices Rising",84.043755,88.58270151,99.02190377,10.45593739,135.5512809,39.7,20.2,676.9091643,34.5
17031282800,3.27,1.362179487,0.233753,494,16.8,20.8,22.1,9.4,73.4,0,10.6,158.5,82.5,,39.5,21.2,,20,28.6,16.8,12.125,8.6875,"60612,60608",28,NEAR WEST SIDE,0.5,2,2,D,1481,225900,26.6875,2.42,39.5173454,51.37693632,25206.10204,0,42.98643,Moderate-cost,0,Not_Rising,0,84.60088421,89.06803306,99.92566392,10.83977699,80.99073732,16.6,14,553.8424527,20.6
17031020701,1.02,2.949709865,0.400724,2464,30.7,29.5,14.6,8.8,52.6,5.5,10.5,77.25,81.9,,72.9,5.8,,16.2,13.4,4.8,22.31121281,14.98855835,60659,2,WEST RIDGE,0.968,52,38,B,1367,391300,25.22883295,2.84,71.79080824,49.56314535,7655.280929,2.852615,37.08399,High-cost,0,Not_Rising,0,83.03057841,87.21844556,97.3430236,9.475379944,60.11166217,26.3,9.1,468.0472877,29.7
17031061200,1.84,0.358422939,0.239275,547,17.2,1.6,5.1,9,62.5,0,10.5,36.75,67.1,,89.6,1.3,,5.8,8.1,3.3,16.06323304,4.181540031,60613,6,LAKE VIEW,0.643,14,7,C,1781,532400,4.640489546,2.55,33.41869398,86.36363636,29077.51984,0,27.65685,High-cost,0,Not_Rising,0,84.35275454,88.69319376,99.12849108,9.825195789,67.97295166,14.1,6.4,582.9029278,30.7
17031310500,1.02,1.811594203,0.20903,350,11.9,38.5,19.3,9.1,84,4.5,10.5,158.5,82.5,,43.2,0,,0.5,80.6,56.3,17.85953177,1.538461538,60608,31,LOWER WEST SIDE,0.5,2,2,D,941,283600,38.66220736,2.97,62.80834915,30.78677309,23910.6019,0,34.5351,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.40805709,88.73930447,99.3314103,10.61720467,35.44521369,24.2,NA,387.8107227,17.7
17031560200,0.2,0.334448161,0.442031,2488,26.9,66.2,28.2,10,47,5.7,10.6,75,56.6,,20,67.8,,0,23.6,12.2,14.57073761,22.3095526,"60638,60632",56,GARFIELD RIDGE,0,1,1,,984,156500,12.57557437,2.84,70.04830918,14.52784504,6470.583688,0.483092,33.65539,Moderate-cost,0,Not_Rising,0,83.81493881,88.51059743,98.64877011,10.73169518,73.77773336,27.3,NA,526.3596442,32.3
17031100400,0.82,0,0.37844,3279,24.3,31,12.1,9,61.1,5,10.1,24,40.8,,92.5,0,,3,14,4.1,25.26753864,14.03091558,60631,10,NORWOOD PARK,,,,,1650,337400,10.43400713,2.74,68.7150838,42.87494807,8965.564237,1.755786,25.21947,High-cost,0,Not_Rising,0,83.94294533,89.16988223,99.07570331,9.926763058,69.97698771,15.8,7.1,545.4773217,30.7
17031980000,0,1.470588235,,4562,0.8,0,,7.6,62,6.5,11,0,0,,,,,,,,,,"60176,60007,60688,60131,60018,60666,60701",76,OHARE,0.945,20,19,,,,,,,,0,,,,0,,0,83.23647157,87.9040232,96.84340716,10.14756298,47.9022931,22,NA,357.2235313,NA
