geoid,HeathDeath_Percent,leadPoisonR,ndvi,treesN10,treeCrwDn,socvlnIndx,hrdshpIndx,urbanFlood,surfcTemp,trafficVol,nnetPM25,chAsthmaED,chAsthma17,pop18,whiteP18,blackP18,amIndP18,asianP18,hispP18,other18,chldren18,senior18,zipCode,comArea,comAreaNm,plantDivrs,plantTotl,plantSpec,redLined,mdRent18,mdHome18,frgnBrn18,hhldSize18,fmHhld18,college18,popDens18,ovrcwdHs18,costBurd18,hsngSuscp,hsngVuln,hsngChng,dsplcPresr,chwAirTemp,chwHeatAve,chwHeatMax,eclipsPM25,lungCRt17,physRt17,adAsthma17,cancerRt17,hyptRt17
17031010100,1.64,1.883239171,0.279374,1023,15.9,76.5,21.7,8.4,27.5,4.9,10.4,110.25,121.8,,46.8,46.2,,0.6,8.9,6.4,19.74789916,4.820875719,60626,1,ROGERS PARK,0.816,7,6,C,874,257400,17.82397169,2.09,39.11917098,45.84624923,30841.09003,2.547496,40.84629,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",79.78375741,82.71078961,87.81825744,9.693925381,71.7341883,24.9,9.6,552.9126067,26.5
17031010201,1.64,1.883239171,0.349228,2127,28.4,97.8,37.3,8.7,37.7,4.7,10.1,110.25,121.8,,48.2,37.6,,2.1,21.3,12,25.00355164,6.591845433,"60626,60645",1,ROGERS PARK,0.393,31,8,C,1023,156500,36.0136383,2.02,56.80803571,34.08138101,36139.15655,11.16071,52.90179,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",80.61024431,83.96955233,90.55040452,9.572435379,71.7341883,24.9,9.6,552.9126067,26.5
17031010300,1.64,1.883239171,0.309177,1730,27,74.6,22.9,8.7,26.8,4.8,10.6,110.25,121.8,,59,31.5,,2.3,16.9,7.1,14.69172932,17.56390977,60626,1,ROGERS PARK,0.968,59,42,C,976,173800,22.85714286,2.02,37.43826144,42.60741365,36489.01099,7.704972,46.59203,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",79.95741219,83.04868939,87.92162956,9.615638733,71.7341883,24.9,9.6,552.9126067,26.5
17031010400,1.64,1.883239171,0.311409,1592,21.7,70,15.8,8.6,23.7,5.3,10.5,110.25,121.8,,70.9,19.3,,6.4,6,3.4,11.02270522,6.617504366,"60626,60660",1,ROGERS PARK,0.927,2009,139,C,1010,218500,11.35261013,2.37,33.0753354,42.26423795,24320.63953,4.489164,46.07843,High-cost,1,Rising,"Vulnerable, Prices Rising",79.20100056,81.89723865,85.53766945,9.538107236,71.7341883,24.9,9.6,552.9126067,26.5
17031010503,1.64,1.883239171,0.230582,522,19.1,89.2,32.6,8.7,28,5,10.4,110.25,121.8,,68.3,13.2,,12.6,6.2,5.8,5.662580269,26.91185055,"60626,60660",1,ROGERS PARK,0.758,40,14,B,690,345600,31.93228255,1.3,22.52066116,28.60246198,22844.14548,6.095041,51.8595,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",80.68071622,84.03184052,89.84039687,9.506316185,71.7341883,24.9,9.6,552.9126067,26.5
17031010600,1.64,1.883239171,0.317187,1973,28.7,61.6,23.5,8.7,30.4,4.5,10.4,110.25,121.8,,66.8,16.4,,2.6,21.8,14.2,13.41093924,7.845638654,"60626,60660",1,ROGERS PARK,0.959,33,29,C,993,223900,23.98341572,2.5,35.44347826,51.74118659,32810.64547,5.043478,45.3913,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",80.54877023,84.01923911,90.19464512,9.487665176,71.7341883,24.9,9.6,552.9126067,26.5
17031010701,1.64,1.883239171,0.43772,2323,41.8,66.4,18.5,8.8,42.1,5,10.2,110.25,121.8,,60.9,19.1,,13.8,26,6.3,23.23420074,7.275624004,"60626,60645",1,ROGERS PARK,0.927,524,73,C,1038,206900,32.84652151,2.51,60.31528444,54.94557501,22699.75317,7.47087,46.05894,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",80.71590584,84.06047491,90.86826458,9.419462442,71.7341883,24.9,9.6,552.9126067,26.5
17031010702,1.64,1.883239171,0.233042,920,16.2,85.9,30.3,8.6,31.8,4.5,10.3,110.25,121.8,,57.6,23.2,,7.8,35.8,11.3,27.41365777,2.2566719,60626,1,ROGERS PARK,0.924,32,19,C,1029,163100,37.63736264,2.5,44.32038835,50.71456161,36914.17387,13.30097,51.21359,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",81.03038965,84.6078793,91.343229,9.462791443,71.7341883,24.9,9.6,552.9126067,26.5
17031660500,0.2,2.146892655,0.347342,2043,22.7,87,28.1,10,95.7,4.3,10.5,348.25,93.9,,46.9,8.7,,0.4,85.5,43.4,31.84322034,9.427966102,60629,66,CHICAGO LAWN,0.84,10,8,C,803,169200,34.85169492,4.26,77.30968219,6.356968215,18540.24687,3.695492,48.78049,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.66326569,90.09531275,100.5340167,11.16647053,55.97377438,36.7,13.6,474.4519426,27.7
17031020400,1.64,2.949709865,0.401806,2441,33.7,81.1,21.2,8.7,48.4,4.9,10.2,99.75,82.2,,57.4,20.5,,14.9,19.7,7.3,24.55146364,15.36827195,60645,2,WEST RIDGE,0.917,12,12,B,1161,254200,34.63172805,2.55,60.69502696,50.43572985,19747.3935,3.355303,36.66866,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",81.54222167,85.2719975,93.33983035,9.298498154,60.11166217,26.3,9.1,468.0472877,29.7
17031020500,1.64,2.949709865,0.439826,2784,28.7,99,42.4,8.6,47.5,5.1,10.4,110.25,121.8,,38,12.7,,35.5,25.3,13.8,24.0127582,10.84447145,"60660,60626,60659,60645",2,WEST RIDGE,0.938,39,24,,1038,149700,48.63304982,2.93,67.44730679,35.32084043,22098.57004,9.742389,44.87119,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",80.89653244,84.47351808,91.38568102,9.305776119,60.11166217,26.3,9.1,468.0472877,29.7
17031030200,1.64,1.462765957,0.328488,2210,24.9,36,13.4,8.8,36.8,5.4,10.4,46,83.2,,82.5,6.7,,3.1,11.6,7.6,13.1337252,11.55400441,60660,77,EDGEWATER,0.966,53,40,C,1161,347700,7.384276267,2.39,41.11776447,57.01446734,21164.73715,0.638723,42.87425,High-cost,0,Rising,0,80.71383314,84.29603933,90.70465118,9.498291731,58.56366957,16.8,6.8,537.1287363,30.5
17031351100,1.64,0.821917808,0.379281,838,14.7,93.2,53.6,9.5,50.5,0,10.5,78.5,104.1,,2.4,95.7,,0,0.8,2,45.72977858,8.133755084,"60616,60653",35,DOUGLAS,,,,D,357,,2.620876638,1.1,66.1909989,11.25319693,16505.11244,2.963776,54.33589,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",83.23808905,87.63742737,98.16026587,9.035847664,120.6118681,24.7,13,727.052428,28.2
17031020200,1.02,2.949709865,0.416764,4627,28.1,67.2,19.6,8.8,58,5,10.4,99.75,82.2,,58.3,15.8,,17.6,16.2,8.3,32.17094524,12.00474848,"60202,60645",2,WEST RIDGE,0.902,21,16,B,997,354300,31.01350349,3.14,84.87119438,52.59321559,14053.53518,2.622951,30.86651,Moderate-cost,0,Not_Rising,0,82.80819273,86.85320871,97.33985781,9.424715996,60.11166217,26.3,9.1,468.0472877,29.7
17031560800,0.2,0.334448161,0.287293,3150,14.3,59.6,21.1,10,63.3,5.4,10.8,75,56.6,,75.9,2.4,,0,49.9,20.5,26.77539925,14.44104655,60638,56,GARFIELD RIDGE,0.667,3,3,C,1123,195300,21.4237173,2.75,73.14420804,21.52128764,11538.96546,2.884161,29.73995,High-cost,0,Rising,0,84.91420005,89.90294145,100.3798161,10.23734283,73.77773336,27.3,NA,526.3596442,32.3
17031630300,2.04,1.712328767,0.27348,2233,12.2,89.2,24.3,9.9,96.8,5,10.8,168,55.1,,55.6,0.7,,1,93.5,42.4,33.97880891,5.02374863,60632,63,GAGE PARK,0.876,13,10,,911,154200,42.01680672,5.05,89.03122498,17.05607477,14386.39501,7.045637,42.7542,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.62711457,89.29656366,99.56567253,11.06305059,35.26626794,33.8,NA,366.5513563,17.6
17031560900,0.2,0.334448161,0.327259,3683,19.8,23.5,16.7,10,48.2,5.3,10.8,75,56.6,,83.9,0.4,,0.9,38.9,14.9,19.1911627,15.01591462,60638,56,GARFIELD RIDGE,0.72,5,4,C,1495,244000,11.83299008,2.89,73.06680694,25.29325513,10485.52718,1.578117,18.30615,High-cost,0,Rising,0,84.35839767,89.46934599,99.92391971,10.14161523,73.77773336,27.3,NA,526.3596442,32.3
17031561100,0.2,0.334448161,0.332231,3144,15.8,60.8,20.1,10,83.2,4.6,10.8,75,56.6,,81.2,0.2,,0,49.1,18.6,23.50054526,12.48636859,60638,56,GARFIELD RIDGE,0,1,1,,750,214800,21.84660124,2.98,70.39016569,27.34375,10779.27416,3.313736,21.59273,High-cost,0,Rising,0,84.84331068,90.13958106,100.7452633,10.24362583,73.77773336,27.3,NA,526.3596442,32.3
17031630900,0.2,1.712328767,0.315579,1673,15.5,88.2,24.3,9.9,97.6,5.1,11,348.25,93.9,,44.2,1.2,,1.6,94,52.9,31.83364839,5.047258979,"60629,60632",63,GAGE PARK,0.9,10,10,C,908,169400,39.0926276,4.39,79.54722873,5.2,20766.65085,5.152225,41.06167,Moderate-cost,0,Rising,0,84.97877025,90.29418679,101.2784428,11.2259407,35.26626794,33.8,NA,366.5513563,17.6
17031570500,0.2,1.142857143,0.260808,1051,11.6,72.8,29.4,9.9,95,5,10.7,168,55.1,,58,1,,6.9,71.1,33.8,30.91703057,8.515283843,60632,57,ARCHER HEIGHTS,,,,C,966,206000,35.6768559,3.65,71.91011236,17.3168411,14001.66455,8.567416,47.47191,Moderate-cost,0,Rising,0,85.04019153,90.15809338,101.355774,11.17473984,23.22082211,44.5,NA,363.8317508,33.7
17031620200,0.2,1.128668172,0.243658,1168,12.3,52.5,21.2,9.9,93.7,4.7,10.7,168,55.1,,74.4,0,,4.1,70.1,21.5,22.73542601,9.32735426,60632,62,WEST ELSDON,0,1,1,,989,167900,36.367713,3.41,77.67123288,17.93687452,10008.79926,5.342466,37.80822,Moderate-cost,0,Not_Rising,0,85.02701968,90.07488776,100.6973078,11.21503258,33.05275018,25.4,NA,355.0538565,23.3
17031620300,0.2,1.128668172,0.322678,2399,15.2,91.4,35.5,10,90.4,5,10.6,348.25,93.9,,52.8,3.2,,0,77.8,43.6,30.39568345,6.718910586,"60629,60632",62,WEST ELSDON,0,1,1,C,1137,177100,31.52620761,3.82,73.3562316,14.44857497,20319.31827,7.850834,39.25417,Moderate-cost,0,Not_Rising,0,84.64395802,89.73020998,100.4409246,11.39567248,33.05275018,25.4,NA,355.0538565,23.3
17031640300,0.2,0,0.305481,2759,13.3,56,19.4,10,93.1,4.7,11,75,56.6,,61,0.9,,0,65.1,37.4,25.65320665,11.23375716,60638,64,CLEARING,0.864,9,8,C,1024,215500,9.654883331,3.04,72.0353238,16.87829654,13993.60465,6.055509,28.80572,Moderate-cost,0,Not_Rising,0,85.04446355,90.34487674,100.7350997,10.24789515,93.85623434,28.3,5.2,524.0729982,28.7
17031640400,0.2,0,0.241502,2026,9.2,41,18.2,10,77.8,5.2,10.8,75,56.6,,74.4,2.8,,0.5,37.2,22.2,24.18265334,12.5101324,60638,64,CLEARING,0.667,3,3,,913,206400,18.37341259,3.26,76.05633803,15.9679878,7180.485331,0.8285,31.23447,High-cost,0,Rising,0,84.26192706,88.88465788,98.95168056,10.13000574,93.85623434,28.3,5.2,524.0729982,28.7
17031620400,0.2,1.128668172,0.304285,1440,13.2,75.5,16.8,10,95.6,5.2,10.9,348.25,93.9,,57.8,1,,0,90,39.9,28.31445703,8.016877637,"60629,60632",62,WEST ELSDON,0,1,1,C,1070,179600,41.32800355,3.78,81.13207547,13.9869281,17770.93192,4.675964,37.57178,Moderate-cost,0,Not_Rising,0,84.9438306,90.43006535,101.2495779,11.4382666,33.05275018,25.4,NA,355.0538565,23.3
17031650200,0.2,0.52687039,0.294392,2298,14.8,82.9,33.1,10,92.7,5,10.7,348.25,93.9,,74.8,0.5,,0,79.4,23.3,28.88642352,7.197337401,60629,65,WEST LAWN,0.857,7,7,C,965,168800,31.99278879,4.01,70.0095057,13.98492332,18844.64403,6.463878,41.11217,Moderate-cost,0,Not_Rising,0,85.19383297,90.50068599,101.0731068,11.46484025,51.03308411,34.1,9.1,431.7659698,17.7
17031835200,0.2,0.334448161,0.218743,1569,7.1,69.4,20.5,9.9,83.5,5.9,10.7,168,55.1,,54.3,0,,3.9,67.2,41.8,20.2970297,6.831683168,"60638,60632",56,GARFIELD RIDGE,,,,,786,181000,33.86138614,3.46,58.28402367,16.50246305,5292.441768,2.810651,38.60947,Moderate-cost,0,Not_Rising,0,84.86162149,89.6071949,100.5873773,10.87205982,73.77773336,27.3,NA,526.3596442,32.3
17031561000,0.2,0.334448161,0.321469,3320,16.8,23.5,16.1,10,62.9,0,10.6,75,56.6,,87,0.8,,0,43.4,12.2,22.16358839,17.05145119,"60638,60501",56,GARFIELD RIDGE,0.562,8,4,,905,241300,15.78166227,2.92,71.85714286,30.62690466,11824.32817,1.904762,20.71429,High-cost,0,Rising,0,84.57319536,89.59260953,99.94098477,10.13276418,73.77773336,27.3,NA,526.3596442,32.3
17031980100,0.2,0.334448161,,650,0.6,0,,9.9,85.1,5.9,11,348.25,93.9,,,,,,,,,,"60638,60632",56,GARFIELD RIDGE,0,1,1,,,,,,,,0,,,,0,,0,83.87539769,88.51349692,98.48737954,10.8383154,73.77773336,27.3,NA,526.3596442,32.3
17031570300,1.02,1.142857143,0.262802,2082,12.3,82.8,36.7,9.9,90.2,5.3,10.7,168,55.1,,45.4,2.9,,2.7,80.3,48.7,32.56018274,8.856088561,60632,57,ARCHER HEIGHTS,0.5,2,2,C,970,172800,39.85239852,3.55,76.06223818,15.86065574,15037.87935,12.44764,40.75404,Moderate-cost,0,Not_Rising,0,84.85346563,89.66081156,100.2251624,11.17004172,23.22082211,44.5,NA,363.8317508,33.7
17031620100,1.02,1.128668172,0.306255,1996,13.6,72.6,29.1,10,95.8,5.6,10.8,168,55.1,,50,0,,6.6,84.7,36.7,28.20087155,7.47042955,60632,62,WEST ELSDON,0.86,10,8,,1052,189300,40.11205644,3.74,84.13621262,12.56586948,14901.40298,9.551495,29.98339,Moderate-cost,0,Not_Rising,0,84.35703068,89.11904339,99.45178926,11.24956393,33.05275018,25.4,NA,355.0538565,23.3
17031650100,0.2,0.52687039,0.30776,1713,16.3,87.5,30,10,97.1,5.2,10.6,348.25,93.9,,48.9,2,,0.5,84.4,48.7,30.19252548,10.01132503,60629,65,WEST LAWN,0.5,2,2,C,883,161400,37.30464326,3.51,82.01892744,7.529055078,16980.14893,7.570978,38.80126,Moderate-cost,0,Not_Rising,0,84.94250378,90.43978077,101.1285279,11.55392313,51.03308411,34.1,9.1,431.7659698,17.7
17031640700,0.2,0,0.311488,1700,15.4,76.8,25.3,9.9,86.2,5,10.6,75,56.6,,61.7,2.3,,0,64.4,35,30.8481153,8.037694013,60638,64,CLEARING,0,1,1,,1284,160500,26.82926829,3.16,81.83538316,11.82950192,14221.27179,7.56859,42.76254,Moderate-cost,0,Not_Rising,0,84.70404162,89.61156929,100.2012945,10.68985996,93.85623434,28.3,5.2,524.0729982,28.7
17031650301,0.2,0.52687039,0.319362,2341,15.1,75,19,9.9,94.1,4.9,10.8,348.25,93.9,,65.4,1,,2.2,79.7,31.1,28.75284306,9.40106141,60629,65,WEST LAWN,,,,C,1044,197600,31.33055345,3.54,82.0610687,14.87944162,13865.02594,3.753181,41.79389,Moderate-cost,0,Not_Rising,0,85.09592209,90.57989814,101.0451054,11.38579305,51.03308411,34.1,9.1,431.7659698,17.7
17031390500,1.23,0.821355236,0.465329,1773,41.5,39.4,22.2,9.3,34.6,4.3,10.5,140.75,188.4,,30.3,58.1,,9.6,8.6,2,16.97860963,12.09893048,"60615,60653",39,KENWOOD,0,1,1,C,1154,533700,14.37165775,2.66,41.30146082,63.80628717,11866.49753,0.796813,41.96547,High-cost,1,Rising,"Vulnerable, Prices Rising",82.76643123,86.70992303,96.57380553,9.324147224,81.25005727,19.4,12.7,743.9529002,28.9
17031640500,0.2,0,0.255222,1259,11.3,36.6,13,9.9,89.2,4.7,10.5,75,56.6,,80.7,0.7,,2.2,49.4,16.4,20.80604534,14.3324937,60638,64,CLEARING,0.667,3,3,,954,193200,14.53400504,2.66,60.81342802,22.86916871,15534.06288,0.968367,23.17624,Moderate-cost,0,Not_Rising,0,84.63981315,89.53761704,100.4051627,10.12725377,93.85623434,28.3,5.2,524.0729982,28.7
17031640600,0.2,0,0.247537,1127,8.8,84.1,24.8,9.9,91.2,4.7,10.5,75,56.6,,60.1,1.5,,0.7,56.1,37.6,23.09796121,13.10293386,60638,64,CLEARING,0,1,1,,898,206800,20.78567877,2.85,56.11814346,14.75172164,15789.05533,3.435805,44.54491,Moderate-cost,0,Not_Rising,0,84.76136415,89.50883429,100.5107541,10.22671738,93.85623434,28.3,5.2,524.0729982,28.7
17031650302,0.2,0.52687039,0.328954,1635,17.6,62.2,22.6,10,96.3,5.2,10.7,348.25,93.9,,52.2,2.3,,0,89.4,45,29.41597139,4.362336114,60629,65,WEST LAWN,,,,C,1045,155400,37.8545888,4.13,81.75046555,14.77213201,16416.26735,5.772812,36.96462,Moderate-cost,0,Not_Rising,0,84.94527508,90.43528026,100.8601823,11.49980545,51.03308411,34.1,9.1,431.7659698,17.7
17031081401,1.02,0.520833333,0.161795,645,8.8,45.2,9.6,9.8,29.7,6,11.4,31.75,77.7,,77.2,1.4,,12,3.5,9.4,3.714773698,31.5969257,60611,8,NEAR NORTH SIDE,0.5,2,2,,1871,703700,16.90862511,1.58,35.10992672,73.56375525,21525.80496,2.66489,48.63424,High-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",80.64213347,84.54159157,90.23307671,10.0435605,64.56802411,18.8,2.5,599.5926709,29.4
17031170800,0.82,0.572246066,0.342912,2196,20.4,43.2,20.9,9.8,81.9,4.9,10.4,132.5,82.1,,85.2,3.5,,5.3,31.6,5.2,21.00740033,10.55144426,60634,17,DUNNING,,,,C,1085,263800,37.57460014,2.99,71.14047288,20.02249719,14855.52887,4.450626,38.17803,High-cost,0,Rising,0,84.03245002,89.09639873,99.97404071,10.35582161,59.68354744,23.2,6.3,462.2039277,21.2
17031171000,0.82,0.572246066,0.34963,4107,22.6,62.4,16.5,9.6,90.2,4.9,10.4,132.5,82.1,,79.2,8.3,,5.5,26.3,6.4,18.65447598,17.84934498,60634,17,DUNNING,0.667,3,3,C,1036,278500,32.24617904,2.85,73.91808346,24.75513732,13624.49057,2.511592,32.0711,Moderate-cost,0,Not_Rising,0,84.22911447,89.5712275,100.1420314,10.51656456,59.68354744,23.2,6.3,462.2039277,21.2
17031839200,1.64,0.821917808,0.344082,1865,19,75.8,27.6,9.4,54.7,5.2,10.5,78.5,104.1,,16.5,61.5,,16.3,5.6,5.7,13.05057096,22.22675367,60616,35,DOUGLAS,0.5,2,2,D,861,143300,27.07993475,1.85,28.36363636,40.38018433,9757.539387,4,50.83636,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.71035356,88.26704896,98.29842345,9.995694478,120.6118681,24.7,13,727.052428,28.2
17031831500,0.82,1.5625,0.244271,1945,10.5,80.1,17.6,9.4,93.9,5.5,10.4,132.5,82.1,,76.5,3.2,,3.6,63.9,15.1,23.60215054,6.209677419,"60707,60639,60634",19,BELMONT CRAGIN,0.875,8,8,C,1060,208200,37.17741935,3.2,74.13647852,22.86931818,10039.93439,4.2123,45.99832,Moderate-cost,0,Not_Rising,0,83.92971487,88.45452777,98.00939371,10.45326328,50.53601595,32.8,10.8,404.507368,27.2
17031250500,0,3.458213257,0.368647,6625,23.3,61.1,19.7,9.6,83.8,5.5,10.3,346.75,123.9,,48.8,31.7,,3.1,25.8,16.2,22.98711755,12.29200215,"60707,60639",25,AUSTIN,0.975,101,61,B,864,280600,13.96940419,2.81,63.45945946,37.10005548,9362.040822,4.072072,36.18018,Moderate-cost,0,Not_Rising,0,83.97915403,89.20109416,99.25071143,10.30148609,93.01261318,34.9,12.6,581.7791986,39.2
17031839500,1.64,0.821917808,0.3111,924,19.2,74.1,33.7,9.5,46.5,4.5,10.3,78.5,104.1,,18.8,68.5,,8.7,3.1,3.9,5.562913907,29.33774834,60616,35,DOUGLAS,0,1,1,D,289,299200,9.801324503,2.58,34.38848921,50.85403727,14919.12649,1.870504,41.43885,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",83.50325169,87.68650167,97.67616015,9.452652454,120.6118681,24.7,13,727.052428,28.2
17031831600,0,0.423728814,0.322598,4633,19.6,84.7,17.3,9.6,92.7,5.5,10.3,85.5,89,,57.7,4.9,,0,70.6,35.9,24.21151523,16.29311502,60707,18,MONTCLARE,0.756,15,7,C,1004,256700,22.35941484,4.31,66.02481814,13.76994123,12961.72706,3.508772,49.93582,Moderate-cost,0,Not_Rising,0,84.1111893,88.85425334,99.10227612,10.32135487,58.05140304,37,9.6,475.9885939,27.4
17031250300,1.84,3.458213257,0.290961,1655,19.7,83.6,23.8,9.5,93.5,5.4,10.7,346.75,123.9,,12.1,66.9,,0.5,31.3,20.5,29.13247362,7.424775303,60639,25,AUSTIN,0.8,5,5,C,997,197100,10.35560766,3.22,73.95561358,18.77081441,21472.55878,2.415144,64.88251,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.35003096,88.89946145,99.69871821,10.78676081,93.01261318,34.9,12.6,581.7791986,39.2
17031191302,1.84,1.5625,0.252508,1415,12.5,78.3,25.3,9.5,94.1,4.2,10.5,346.75,123.9,,51.1,5,,0.8,87.8,42.8,31.85824114,5.756609788,60639,19,BELMONT CRAGIN,0,2,1,D,1030,226500,38.43990249,4.16,79.72582973,10.49331104,21883.30944,8.585859,48.2684,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.7069237,89.63050297,100.9483814,10.65265322,50.53601595,32.8,10.8,404.507368,27.2
17031191200,1.84,1.5625,0.294715,1251,9.9,81.5,30.4,9.3,95.2,5,10.6,346.75,123.9,,46,3.5,,0.5,96.6,49.2,29.33401118,2.872394509,60639,19,BELMONT CRAGIN,0.857,7,7,,987,233300,47.66141332,3.85,86.34146341,7.811348563,14440.69274,9.365854,47.31707,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.17813994,88.87193448,99.84431953,10.69320989,50.53601595,32.8,10.8,404.507368,27.2
17031191301,1.84,1.5625,0.27002,1683,14.5,88.9,33.2,9.5,92.8,4.8,10.4,346.75,123.9,,46.3,3.2,,4.6,89,46,29.14457405,7.476139979,60639,19,BELMONT CRAGIN,0.667,3,3,D,991,227100,41.33969601,4.11,72.84453496,12.70084162,21710.03255,12.42363,49.96606,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.45887246,89.30739549,99.89363492,10.54945628,50.53601595,32.8,10.8,404.507368,27.2
17031250400,1.84,3.458213257,0.297309,3326,18,75.1,31,9.4,90.9,5.1,10.4,346.75,123.9,,11.7,79.3,,0,19.6,7.9,20.81402378,15.83719524,60639,25,AUSTIN,0.843,11,8,C,1092,182000,6.145476526,2.95,66.24795194,12.65548945,9813.212037,0,47.29656,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.33046782,88.92491439,99.70145657,10.68201313,93.01261318,34.9,12.6,581.7791986,39.2
17031250700,2.66,3.458213257,0.295078,1896,20.6,82,20.9,9.6,89.5,4.9,10.7,346.75,123.9,,4.8,81.8,,0,16.7,13.5,17.6056338,14.04744255,"60651,60639",25,AUSTIN,0.278,6,2,C,970,172500,5.559673832,3.06,61.59003831,9.157944814,21100.9573,2.586207,52.01149,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.57888205,89.18795091,99.62932099,10.87966108,93.01261318,34.9,12.6,581.7791986,39.2
17031251900,2.66,3.458213257,0.352731,2033,23.3,94.5,49.7,9.4,72.4,4.9,10.4,402,295,,2.6,91.9,,0,5.2,5.5,33.36318854,9.717868339,60644,25,AUSTIN,0.889,9,9,C,863,125000,0.9852216749,2.85,54.37010247,8.299319728,18288.9695,11.81435,59.43339,Lower-cost,1,Rising,"Vulnerable, Prices Rising",84.23174933,88.75382706,98.98762641,11.11286736,93.01261318,34.9,12.6,581.7791986,39.2
17031250600,2.66,3.458213257,0.303907,1816,19.3,67.4,21.5,9.7,86.2,5.5,10.6,346.75,123.9,,3.8,86.8,,0.8,11.5,8.5,20.24271845,15.87378641,"60651,60639",25,AUSTIN,0,1,1,C,1014,194200,3.980582524,3.13,75.50260611,15.73780874,16473.19445,0.297841,52.79226,Moderate-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.7280239,89.64884096,100.3406365,10.86514616,93.01261318,34.9,12.6,581.7791986,39.2
17031251200,2.66,3.458213257,0.377365,2603,30.8,84,35.8,9.6,80.2,4.6,10.5,382.5,202.6,,7.7,72.4,,1.5,24.6,18.3,21.37285491,13.97370181,60651,25,AUSTIN,0.8,5,5,C,1141,124800,12.10162692,3.81,75.56325823,8.571428571,17547.15106,5.979203,48.87348,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.50913001,89.46585711,100.032303,11.02257347,93.01261318,34.9,12.6,581.7791986,39.2
17031251300,2.66,3.458213257,0.354562,2308,27.5,98.8,32.1,9.6,76.6,4.5,10.5,382.5,202.6,,9.4,80.5,,0,16.6,10.1,17.03101169,18.86120996,60651,25,AUSTIN,0.778,6,5,C,1042,147800,6.786985257,3,70.54545455,8.757435558,15592.29746,4.290909,60.58182,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.59249494,89.49751109,99.88784057,10.99777842,93.01261318,34.9,12.6,581.7791986,39.2
17031251400,2.66,3.458213257,0.371367,2600,28,88.8,30.8,9.5,72.7,4.7,10.3,402,295,,9.4,85.8,,0,5.4,4.7,20.90609972,16.02126044,"60651,60644",25,AUSTIN,0.5,2,2,C,824,236000,1.847633511,3.24,47.46543779,16.55865198,14872.99298,3.686636,54.89631,Moderate-cost,1,Rising,"Vulnerable, Prices Rising",84.28501175,88.86849884,98.85029905,11.05872035,93.01261318,34.9,12.6,581.7791986,39.2
17031251500,2.66,3.458213257,0.406632,2927,32,99.6,51,9.4,73,4.7,10.2,402,295,,3.7,91.9,,0,7.8,4.4,23.63505747,9.003831418,"60651,60644",25,AUSTIN,0.8,5,5,C,976,167700,1.173371648,3.19,62.6606198,9.171974522,15814.28143,4.383976,59.41043,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.54058522,89.50356242,99.60201149,11.13252854,93.01261318,34.9,12.6,581.7791986,39.2
17031252101,2.66,3.458213257,0.522555,3082,29.5,72,27.8,9.4,77.2,5.8,10.2,402,295,,2.5,93,,0,3.7,4.5,20.24922118,15.57632399,60644,25,AUSTIN,0.98,260,96,,758,162500,0.6230529595,1.87,42.97520661,16.015625,4008.054756,1.652893,53.8843,Lower-cost,1,Rising,"Vulnerable, Prices Rising",83.12487585,87.34865699,97.02854215,10.54589351,93.01261318,34.9,12.6,581.7791986,39.2
17031252102,2.66,3.458213257,0.29479,1882,18.6,89.1,32,9.5,75.8,5.1,10.5,402,295,,1.9,94.8,,0,3.8,3.3,26.84030158,12.30980123,60644,25,AUSTIN,0.833,6,6,C,1012,133100,2.727895819,3.51,67.50342309,7.913669065,28263.79129,10.08672,57.69055,Lower-cost,1,Not_Rising,"Vulnerable, Prices Not Rising",84.45784994,88.99634108,99.31936107,10.72343731,93.01261318,34.9,12.6,581.7791986,39.2
